state	county	population	lat	lon
AR	Howard	11210	33.9578198037467	-93.8859857270294
AR	Independence	24668	35.7350368898978	-91.6119657045565
AR	Izard	7296	36.1121929824561	-91.9118229166667
AR	Jackson	12330	35.5988321167883	-91.2721265206813
AR	Jefferson	56478	34.2391224901732	-92.0355927971954
AR	Johnson	17368	35.4459327498848	-93.4673583602027
AR	Lafayette	4864	33.3085546875	-93.5356003289474
AR	Lawrence	9551	36.0545534499005	-91.0307978222176
AR	Lee	5104	34.7730054858934	-90.7930603448276
AR	Lincoln	7484	33.9559633885623	-91.7927405130946
AR	Little River	9170	33.6894634678299	-94.1990065430752
AR	Logan	17175	35.2183394468704	-93.768031441048
AR	Lonoke	56618	34.899715461514	-91.9755856794659
AR	Madison	10255	36.0852666991711	-93.7584651389566
AR	Marion	10680	36.257058988764	-92.6496900749064
AR	Miller	31184	33.417020908158	-93.9926224987173
AR	Mississippi	33131	35.8450101113761	-89.994535933114
AR	Monroe	5777	34.7798926778605	-91.2139380301194
AR	Montgomery	4572	34.523584864392	-93.6610761154856
AR	Nevada	6804	33.7480511463845	-93.3726322751323
AR	Newton	4043	36.0148008904279	-93.1388894385357
AR	Ouachita	19860	33.5663947633434	-92.8391389728097
AR	Perry	7750	35.0073858064516	-92.7491483870968
AR	Phillips	14471	34.5313620344137	-90.6928989012508
AR	Pike	7743	34.1978806664084	-93.5969159240605
AR	Poinsett	17552	35.6007497721057	-90.5445100273473
AR	Polk	14603	34.528122988427	-94.2650188317469
AR	Pope	46448	35.2905939975887	-93.1080233809852
AR	Prairie	5671	34.8572773761241	-91.5193828248986
AR	Pulaski	297411	34.7638230260481	-92.2996426493976
AR	Randolph	12609	36.2717114759299	-90.9894480133238
AR	Saline	97285	34.6010387007247	-92.5949625327646
AR	Scott	5659	34.89	-94.09
AR	Searcy	5436	35.8973657100809	-92.6450993377483
AR	Sebastian	94272	35.3174677528853	-94.3451006661575
AR	Sevier	11365	34.0191755389353	-94.3124760228773
AR	Sharp	11606	36.134968119938	-91.5154221954162
AR	St Francis	14685	35.0135594143684	-90.746354102826
AR	St. Francis	2000	35.01	-90.78
AR	Stone	6958	35.8691951710262	-92.125291750503
AR	Union	33483	33.1994895917331	-92.6412307738255
AR	Van Buren	11166	35.5628013612753	-92.4070034031883
AR	Washington	150442	36.0960852687414	-94.1630325308092
AR	White	55151	35.2199815053218	-91.7645297456075
AR	Woodruff	5023	35.234322118256	-91.261672307386
AR	Yell	15742	35.130017151569	-93.2715131495363
AZ	Apache	43296	35.5052769308943	-109.284950803769
AZ	Cochise	96177	31.6618247605976	-110.031387545879
AZ	Coconino	91734	35.5840561841847	-111.523883729043
AZ	Gila	33919	33.8935873699107	-111.029898581916
AZ	Graham	24078	32.8726526289559	-109.792133898164
AZ	Greenlee	5797	33.0233172330516	-109.250593410385
AZ	La Paz	10586	33.8906527489137	-114.161842055545
AZ	Maricopa	2819744	33.4943619491699	-112.036855466312
AZ	Mohave	136159	35.0054543585073	-114.219727304108
AZ	Navajo	69893	34.8105262329561	-110.208250325498
AZ	Pima	728593	32.2108037546339	-110.948576379405
AZ	Pinal	23465	32.9709235030897	-111.386988706584
AZ	Santa Cruz	37452	31.4874223005447	-110.929784524191
AZ	Yavapai	166323	34.6656625361495	-112.268913740132
AZ	Yuma	149860	32.6311179100494	-114.625221606833
CA	Alameda	1185919	37.6949513499657	-122.086158009105
CA	Alpine	3837	38.9030023455825	-119.947096690123
CA	Amador	27772	38.4096031974651	-120.680171755725
CA	Butte	152617	39.6767748022828	-121.69632806306
CA	Calaveras	33796	38.1649508817612	-120.615577583146
CA	Colusa	17108	39.1593149403788	-122.126309328969
CA	Contra Costa	849198	37.9239623974621	-122.015035139037
CA	Del Norte	16935	41.7884470032477	-124.138873339238
CA	El Dorado	144707	38.7223157829269	-120.77147594795
CA	Fresno	651400	36.7467906355542	-119.753527295057
CA	Glenn	20979	39.6525654225654	-122.2725997426
CA	Humboldt	90326	40.7434698757833	-124.067838606824
CA	Imperial	152330	32.8521759994748	-115.55750935469
CA	Inyo	15561	37.2291157380631	-118.227154424523
CA	Kern	559397	35.3493630284038	-118.916690722331
CA	Kings	95061	36.2269293401079	-119.717713994172
CA	Lake	44445	38.9720778490269	-122.740071099111
CA	Lassen	20051	40.481849284325	-120.654335444616
CA	Los Angeles	7287303	34.0605693025253	-118.239218764473
CA	Madera	101296	37.0411673708735	-119.968157873954
CA	Marin	212513	37.9839927439733	-122.552510905215
CA	Mariposa	14465	37.5525260974767	-120.038771517456
CA	Mendocino	62255	39.2741686611517	-123.390855192354
CA	Merced	173383	37.2552210424321	-120.668128132516
CA	Modoc	4596	41.4368211488251	-120.476795039164
CA	Mono	8782	37.7343851058984	-118.955211796857
CA	Monterey	313273	36.6023993769013	-121.638844554111
CA	Napa	111547	38.4364640913696	-122.245626507212
CA	Nevada	74030	39.2246358233149	-120.89356895853
CA	Orange	2415213	33.7271774414927	-117.852274424657
CA	Placer	291869	38.8592072470869	-121.169685441071
CA	Plumas	13110	39.9731998474447	-120.857150266972
CA	Riverside	1543060	33.7898781900898	-117.075522111908
CA	Sacramento	1064492	38.5614671223457	-121.368800676755
CA	San Benito	42860	36.8766250583294	-121.267112225852
CA	San Bernardino	1469748	34.1796877287807	-117.354440618392
CA	San Diego	2433517	32.8802593817919	-117.096784476952
CA	San Francisco	629591	37.7548619500596	-122.435658578347
CA	San Joaquin	496829	37.9213588981319	-121.298854535464
CA	San Luis Obispo	203073	35.3455169323347	-120.65844445101
CA	San Mateo	582010	37.5561633820725	-122.345229205684
CA	Santa Barbara	314289	34.5981220469059	-120.084679991982
CA	Santa Clara	1476135	37.3133226974498	-121.906384504127
CA	Santa Cruz	211945	36.9970666918304	-121.909263912808
CA	Shasta	124461	40.5998193008252	-122.292797824218
CA	Sierra	1177	39.63	-120.21
CA	Siskiyou	32875	41.5712827376426	-122.440747376426
CA	Solano	322169	38.2309728744851	-122.053860427291
CA	Sonoma	383244	38.4043701140788	-122.718570858252
CA	Stanislaus	378425	37.621606368501	-120.958645121226
CA	Sutter	71739	39.0654864160359	-121.685057918287
CA	Tehama	49093	40.1223276230827	-122.369237365816
CA	Trinity	7470	40.7126974564926	-122.966093708166
CA	Tulare	301623	36.2343029211963	-119.215927299974
CA	Tuolumne	39263	37.9728533224664	-120.312446068818
CA	Ventura	682030	34.2409463366714	-119.011736507192
CA	Yolo	141657	38.6153210924981	-121.713389595996
CA	Yuba	50717	39.1363375199637	-121.465745213636
CO	Adams	348564	39.811536159787	-104.86933358006
CO	Alamosa	10700	37.4681859813084	-105.870430841121
CO	Arapahoe	496859	39.6751413982639	-104.868398881775
CO	Archuleta	8863	37.24	-107.03
CO	Baca	2249	37.3930191196087	-102.494815473544
CO	Bent	2487	38.06	-103.22
CO	Boulder	222246	40.0646957425555	-105.175974730704
CO	Broomfield	53021	39.9441108240131	-105.051778351974
CO	Chaffee	14035	38.6596031350196	-106.063408621304
CO	Cheyenne	944	38.81	-102.35
CO	Clear Creek	4018	39.7382777501244	-105.559591836735
CO	Conejos	4084	37.1746278158668	-105.971358961802
CO	Costilla	3002	37.3078281145903	-105.597661558961
CO	Crowley	1723	38.2001508995937	-103.81285548462
CO	Custer	2984	38.13	-105.46
CO	Delta	23252	38.7984947531395	-107.919242215723
CO	Denver	418989	39.744448040402	-104.88280749614
CO	Dolores	1155	37.76	-108.9
CO	Douglas	243238	39.4894107006307	-104.887056010985
CO	Eagle	40884	39.6077149985324	-106.671837149007
CO	El Paso	487587	38.8692474983952	-104.747856136443
CO	Elbert	16616	39.3182065479056	-104.545021665864
CO	Fremont	29724	38.4272651729242	-105.217277957206
CO	Garfield	37765	39.5255172779028	-107.622073613134
CO	Gilpin	3510	39.8123703703704	-105.495102564103
CO	Grand	11350	40.0363330396476	-105.940592951542
CO	Gunnison	10444	38.6509689774033	-106.94017617771
CO	Hinsdale	668	38.07	-107.3
CO	Huerfano	4447	37.5906138970092	-104.83144366989
CO	Jackson	985	40.73	-106.28
CO	Jefferson	450994	39.7369346820578	-105.056597781789
CO	Kiowa	773	38.48	-102.77
CO	Kit Carson	5169	39.2985548461985	-102.443221125943
CO	La Plata	40928	37.2287998436278	-107.81174061767
CO	Lake	5084	39.24	-106.29
CO	Larimer	235476	40.4992859569553	-105.083319998641
CO	Las Animas	10557	37.1742568911623	-104.540514350668
CO	Lincoln	3324	39.1619825511432	-103.688225030084
CO	Logan	13791	40.6208179247335	-103.17533173809
CO	Mesa	116805	39.0820133555926	-108.55959530842
CO	Mineral	665	37.85	-106.92
CO	Moffat	10524	40.52	-107.55
CO	Montezuma	19148	37.3710486734907	-108.518502715688
CO	Montrose	33657	38.4689538580384	-107.906927830763
CO	Morgan	20823	40.2576333861595	-103.78297987802
CO	Otero	14005	38.01870046412	-103.659638700464
CO	Ouray	3424	38.1282272196262	-107.731337616822
CO	Park	10332	39.2823122338366	-105.603609175377
CO	Phillips	3566	40.6007795849692	-102.410824453169
CO	Pitkin	24604	39.2910160949439	-107.019269224516
CO	Prowers	9540	38.0800901467505	-102.53449475891
CO	Pueblo	118398	38.2583133161033	-104.625558793223
CO	Rio Blanco	5373	40.0622222222222	-108.248518518519
CO	Rio Grande	9304	37.6064036973345	-106.247804170249
CO	Routt	19500	40.4552123076923	-106.876898461538
CO	Saguache	4003	37.8537746689983	-106.023852110917
CO	San Juan	474	37.82	-107.64
CO	San Miguel	5583	37.9830162994806	-107.988296614723
CO	Sedgwick	1312	40.98	-102.26
CO	Summit	24498	39.5808600702098	-106.05551800147
CO	Teller	19711	38.9516716554208	-105.127254832327
CO	Washington	2844	40.1538537271449	-103.133171589311
CO	Weld	200957	40.3156178684992	-104.830705524067
CO	Yuma	6517	40.0968375019181	-102.488375019181
CT	Fairfield	751636	41.2022390359163	-73.3667274052866
CT	Hartford	733075	41.755051038434	-72.7181880025918
CT	Litchfield	161732	41.7273010288626	-73.181205450993
CT	Middlesex	139924	41.4643483605386	-72.5571145764844
CT	New Haven	684444	41.3904268866408	-72.9329849191461
CT	New London	226478	41.4419450454349	-72.0993509303332
CT	Tolland	117833	41.84646771278	-72.3460383763462
CT	Windham	91831	41.8014154261633	-71.9827686728882
DC	District of Columbia	418859	38.89	-77.03
DE	Kent	122003	39.1289659270674	-75.5510376794013
DE	New Castle	429911	39.6723203174611	-75.6196169672328
DE	Sussex	160728	38.6708589667015	-75.3628807675078
FL	Alachua	171522	29.6781900864029	-82.3745348118609
FL	Baker	18992	30.2720529696714	-82.1564211246841
FL	Bay	138284	30.1913428162333	-85.6693254461832
FL	Bradford	16576	29.94701496139	-82.1192217664093
FL	Brevard	441169	28.2036985146282	-80.6666924693258
FL	Broward	1406947	26.1305035441989	-80.1490097708016
FL	Calhoun	8516	30.4843717707844	-85.0838844527947
FL	Charlotte	122194	26.937802919947	-82.1186798042457
FL	Citrus	109015	28.864152456084	-82.4597215979453
FL	Clay	157552	30.0794926754341	-81.7715162612979
FL	Collier	255084	26.1464605384893	-81.7621722648226
FL	Columbia	47526	30.1522320414089	-82.6497916929681
FL	DeSoto	19617	27.2064138247438	-81.8528689402049
FL	Dixie	8870	29.6040473506201	-83.0291657271702
FL	Duval	699976	30.3285715224522	-81.6330777055213
FL	Escambia	228513	30.4734654483552	-87.20252729604
FL	Flagler	75450	29.5534736911862	-81.2065184890656
FL	Franklin	7185	29.7630688935282	-84.8575922059847
FL	Gadsden	35450	30.6046448519041	-84.5709700987306
FL	Gilchrist	11131	29.654008624562	-82.825717365915
FL	Glades	3558	26.83	-81.09
FL	Gulf	10543	29.9448629422366	-85.2194887603149
FL	Hamilton	9348	30.4940179717587	-82.9461275139067
FL	Hardee	18099	27.5460876291508	-81.8074092491298
FL	Hendry	27501	26.6926388131341	-81.1371081051598
FL	Hernando	126629	28.5027004872502	-82.4587032986125
FL	Highlands	70668	27.4516151582046	-81.4357557876266
FL	Hillsborough	985617	27.9428679091371	-82.4042575259964
FL	Holmes	11744	30.7753354904632	-85.7173160762943
FL	Indian River	112157	27.6728762359906	-80.4162100448479
FL	Jackson	34785	30.8002739686647	-85.2339666522927
FL	Jefferson	9874	30.5213712781041	-83.8634251569779
FL	Lafayette	3537	30.05	-83.17
FL	Lake	245219	28.7434153960337	-81.7708769304173
FL	Lee	474270	26.5835828114787	-81.8590973285259
FL	Leon	195622	30.4444613591518	-84.2573447771723
FL	Levy	27033	29.3468900972885	-82.6283386971479
FL	Liberty	4616	30.4094887348354	-84.9226993067591
FL	Madison	13554	30.4641832669323	-83.4393942747528
FL	Manatee	249770	27.4762025863795	-82.5517116547223
FL	Marion	248882	29.155272860231	-82.1137712650975
FL	Martin	115373	27.1647681866641	-80.2373998249157
FL	Miami-Dade	1927303	25.7747303200379	-80.2390099792301
FL	Monroe	63074	24.7319627738846	-81.249158765894
FL	Nassau	61643	30.6211097772659	-81.624104277858
FL	Okaloosa	157446	30.5394104645402	-86.565983194238
FL	Okeechobee	29298	27.24	-80.82
FL	Orange	919238	28.5267276374562	-81.397222721428
FL	Osceola	208600	28.2842879194631	-81.3781369127517
FL	Palm Beach	1044959	26.6215968664799	-80.1165881436496
FL	Pasco	341229	28.2726961073062	-82.5061213437311
FL	Pinellas	724022	27.8889180715503	-82.7149801249133
FL	Polk	459654	28.0275419119599	-81.7933722321572
FL	Putnam	58181	29.6049168972689	-81.7553218404634
FL	Santa Rosa	122756	30.5649586985565	-87.0580849001271
FL	Sarasota	307367	27.2191840698579	-82.4569664928246
FL	Seminole	314999	28.700370572605	-81.2902320959749
FL	St Johns	153407	29.9730567053655	-81.383419139935
FL	St Lucie	204898	27.3230722115394	-80.3406343156107
FL	St. Johns	2641	30.0253048087845	-81.3378568723968
FL	St. Lucie	4631	27.3789894191319	-80.3307665730944
FL	Sumter	67348	28.8417862445804	-81.9852053513096
FL	Suwannee	29470	30.2105995928062	-82.9535680352901
FL	Taylor	14542	30.0636294870032	-83.5639293082107
FL	Union	8790	30.0201251422071	-82.3220386803186
FL	Volusia	388448	29.0718363333059	-81.1192929555565
FL	Wakulla	22099	30.1526308882755	-84.3783822797412
FL	Walton	40225	30.5616937228092	-86.1851167184587
FL	Washington	15149	30.7319110172289	-85.5937045349528
GA	Appling	12845	31.7566959906578	-82.3367839626314
GA	Atkinson	6653	31.3039546069442	-82.8970223959116
GA	Bacon	6905	31.54	-82.47
GA	Baker	1796	31.3	-84.37
GA	Baldwin	29835	33.0747481146305	-83.2371426177309
GA	Banks	14377	34.2979209849064	-83.5057348542811
GA	Barrow	57808	33.9808600885691	-83.7255016606698
GA	Bartow	78095	34.2076136756515	-84.8258579934695
GA	Ben Hill	13709	31.7	-83.25
GA	Berrien	13976	31.2127382655982	-83.2369540641099
GA	Bibb	120659	32.8255955212624	-83.6632134362128
GA	Bleckley	9277	32.38	-83.35
GA	Brantley	8123	31.201851532685	-81.9532611104272
GA	Brooks	10903	30.8430963954875	-83.5901614234614
GA	Bryan	29968	32.0004444741057	-81.3884970635344
GA	Bulloch	40677	32.4340809302554	-81.7668075325122
GA	Burke	16150	33.0618544891641	-82.0120284829721
GA	Butts	20581	33.2890578689082	-83.9597483115495
GA	Calhoun	4129	31.48472511504	-84.6597941390167
GA	Camden	38795	30.8078510117283	-81.6344057223869
GA	Candler	7046	32.39	-82.06
GA	Carroll	95684	33.6360720705656	-85.0326574975963
GA	Catoosa	37533	34.9113598699811	-85.1203980497163
GA	Charlton	7121	30.7748532509479	-82.0200533632917
GA	Chatham	197266	32.0808190463638	-81.1099165593665
GA	Chattahoochee	11233	32.3718686014422	-84.8498540016024
GA	Chattooga	19324	34.4845518526185	-85.3487373214655
GA	Cherokee	185500	34.1596865768194	-84.5207976819407
GA	Clarke	70663	33.95	-83.39
GA	Clay	1556	31.61	-84.99
GA	Clayton	161384	33.5531583056561	-84.3570764759827
GA	Clinch	4010	31.03	-82.75
GA	Cobb	592392	33.9264936393469	-84.5665488224014
GA	Coffee	29429	31.5197668965986	-82.8300951442455
GA	Colquitt	30437	31.1781989026514	-83.7572073463219
GA	Columbia	106335	33.4704836601307	-82.113557248319
GA	Cook	12336	31.1593296044099	-83.4311851491569
GA	Coweta	103615	33.350901413888	-84.7335204362303
GA	Crawford	4218	32.7236747273589	-84.0093504030346
GA	Crisp	15943	31.952824437057	-83.7677921344791
GA	Dade	14071	34.8825193660721	-85.4661608983015
GA	Dawson	20167	34.42	-84.11
GA	Decatur	20499	30.8412522562076	-84.5435528562369
GA	Dekalb	543342	33.7970100783668	-84.2493316732371
GA	Dodge	13186	32.1857568633399	-83.1649969664796
GA	Dooly	7564	32.1466618191433	-83.7806517715495
GA	Dougherty	74462	31.5591233112191	-84.1982793908302
GA	Douglas	106497	33.7384898166146	-84.7325299304206
GA	Early	8100	31.3089148148148	-84.9207962962963
GA	Echols	662	30.7	-83.03
GA	Effingham	44504	32.2910572083408	-81.3031217418659
GA	Elbert	16816	34.1196205994291	-82.8907136060894
GA	Emanuel	15610	32.5739839846252	-82.3257270980141
GA	Evans	7915	32.1586759317751	-81.9026481364498
GA	Fannin	17660	34.8876664779162	-84.317426387316
GA	Fayette	90703	33.4198930575615	-84.5045850743636
GA	Floyd	69425	34.2479292761973	-85.1811096867123
GA	Forsyth	104227	34.2	-84.13
GA	Franklin	16059	34.3544722585466	-83.1324210722959
GA	Fulton	821485	33.8270693804513	-84.3950649616244
GA	Gilmer	20099	34.6857435693318	-84.4403627046122
GA	Glascock	2323	33.2223461041756	-82.632096427034
GA	Glynn	61202	31.2299222247639	-81.502406784092
GA	Gordon	43830	34.4954366872005	-84.916016655259
GA	Grady	16183	30.8914113575975	-84.2196502502626
GA	Greene	12188	33.5702166064982	-83.1457893009518
GA	Gwinnett	625330	33.9627848016247	-84.0506167943326
GA	Habersham	33000	34.539253030303	-83.5280427272727
GA	Hall	136063	34.2758607409803	-83.835224932568
GA	Hancock	6213	33.27	-82.97
GA	Haralson	19821	33.7366454770193	-85.194222289491
GA	Harris	25924	32.7113111402561	-84.8625840919611
GA	Hart	17234	34.3498671231287	-82.9771063014971
GA	Heard	6520	33.28	-85.09
GA	Henry	201424	33.48068571769	-84.2004494002701
GA	Houston	108721	32.5602407998455	-83.6337657858187
GA	Irwin	5395	31.5945987025023	-83.210874884152
GA	Jackson	55723	34.1272655815373	-83.6383182886779
GA	Jasper	10867	33.3399125793687	-83.6756271280022
GA	Jeff Davis	10540	31.8523889943074	-82.5954364326376
GA	Jefferson	13864	33.0324379688402	-82.4128087132141
GA	Jenkins	6548	32.7762675626145	-81.9637324373855
GA	Johnson	5697	32.7133754607688	-82.6736282253818
GA	Jones	25523	32.9240602593739	-83.5811820710732
GA	Lamar	12416	33.0661066365979	-84.160737757732
GA	Lanier	5001	31.0274845030994	-83.0620355928814
GA	Laurens	37798	32.5111601142918	-82.9423763162072
GA	Lee	21403	31.7398649722002	-84.1746423398589
GA	Liberty	51656	31.8265326389964	-81.564604305405
GA	Lincoln	6077	33.79	-82.47
GA	Long	5899	31.71	-81.74
GA	Lowndes	82005	30.8418383025425	-83.2679953661362
GA	Lumpkin	21318	34.5139656628201	-83.9639656628202
GA	Macon	8504	32.3213452492944	-84.0307196613358
GA	Madison	20868	34.0604590760974	-83.2207322215833
GA	Marion	4811	32.3562855955103	-84.4758948243608
GA	McDuffie	17242	33.4498996636121	-82.4757591926691
GA	McIntosh	8306	31.447589694197	-81.458324103058
GA	Meriwether	15436	32.9797220782586	-84.6453465923814
GA	Miller	4473	31.15	-84.67
GA	Mitchell	18070	31.1904078583287	-84.1643956834532
GA	Monroe	15929	33.032207294871	-83.9307903823216
GA	Montgomery	5851	32.1408682276534	-82.5492411553581
GA	Morgan	14238	33.5770375052676	-83.4791080207894
GA	Murray	27832	34.7868546996263	-84.7687553894797
GA	Muscogee	146986	32.5141957737472	-84.8672615078987
GA	Newton	77097	33.5991377096385	-83.8489205805673
GA	Oconee	26301	33.8787122162655	-83.4459944488803
GA	Oglethorpe	13230	33.9301443688587	-83.1857694633409
GA	Paulding	77970	33.8984827497756	-84.8161792997307
GA	Peach	27725	32.6056176735798	-83.8076970243463
GA	Pickens	23612	34.4654294426563	-84.4294972895138
GA	Pierce	14634	31.3180053300533	-82.2206150061501
GA	Pike	14624	33.1029937089716	-84.3756044857768
GA	Polk	35069	34.0093732356212	-85.146072599732
GA	Pulaski	7749	32.28	-83.47
GA	Putnam	15971	33.32	-83.38
GA	Quitman	1708	31.85	-85.04
GA	Rabun	12552	34.8771861057999	-83.4014141172722
GA	Randolph	5035	31.7600139026812	-84.7125521350546
GA	Richmond	144628	33.411248167713	-82.0164327792682
GA	Rockdale	65060	33.66	-84.01
GA	Schley	3117	32.23	-84.3
GA	Screven	11085	32.7283915200722	-81.6249869192603
GA	Seminole	6845	31.0300087655223	-84.8600087655223
